sample_id	patient_id	cell_type	tumor_control_status	HALLMARK_PROTEIN_SECRETION	HALLMARK_SPERMATOGENESIS	MEblack	MEblue	MEgreen	MEtan	MEgreenyellow	dataset_id
N4|nonmalignant_epithelial	N4	nonmalignant_epithelial	CONTROL_PANCREAS	0.645947088355586	0.0982901518166227	0.231093705968119	0.27535396763704	0.31477770020693	0.210924390751927	0.443932278259639	PENG_CRA001160
N5|endothelial	N5	endothelial	CONTROL_PANCREAS	0.640208488905445	0.0733717391452288	0.266407427374199	0.296801926288267	0.291356281511703	0.223682982711935	0.375922468982484	PENG_CRA001160
N5|fibroblast_caf	N5	fibroblast_caf	CONTROL_PANCREAS	0.597909716521343	0.0776547975004437	0.332954531531421	0.334177229686544	0.324040113083643	0.292950635284316	0.381896460250027	PENG_CRA001160
N5|nonmalignant_epithelial	N5	nonmalignant_epithelial	CONTROL_PANCREAS	0.645972383323823	0.0884475601137537	0.239131247166644	0.283141720904364	0.310708300929769	0.211297229743803	0.450159754453671	PENG_CRA001160
N6|endothelial	N6	endothelial	CONTROL_PANCREAS	0.619157538648374	0.088809502209192	0.266585086440325	0.285456602325833	0.279100354930245	0.221008123307644	0.35776155124915	PENG_CRA001160
N6|fibroblast_caf	N6	fibroblast_caf	CONTROL_PANCREAS	0.628671942631621	0.0518943700449877	0.275374615582538	0.293951396151001	0.290121928115896	0.214853155592585	0.348786612851882	PENG_CRA001160
N6|nonmalignant_epithelial	N6	nonmalignant_epithelial	CONTROL_PANCREAS	0.651918258114274	0.101750832072672	0.250246578531434	0.299791853215002	0.342229267562557	0.219739220995626	0.441647769922147	PENG_CRA001160
N7|endothelial	N7	endothelial	CONTROL_PANCREAS	0.636853907382267	0.0881560227767134	0.264964100616294	0.284381511297401	0.275974331143324	0.228470735263487	0.37921541502753	PENG_CRA001160
N7|fibroblast_caf	N7	fibroblast_caf	CONTROL_PANCREAS	0.624540947613058	0.0628025980938477	0.285866302363478	0.304471362280622	0.301801236970104	0.251734222037076	0.360123087564305	PENG_CRA001160
N7|nonmalignant_epithelial	N7	nonmalignant_epithelial	CONTROL_PANCREAS	0.655860898838249	0.115151148446641	0.241816962152493	0.266405731623782	0.297728278970357	0.193976254946886	0.462549468860654	PENG_CRA001160
N8|endothelial	N8	endothelial	CONTROL_PANCREAS	0.629684708839624	0.0907741021613513	0.253609235820969	0.28114235221614	0.269860655077094	0.208960216621537	0.378804337146742	PENG_CRA001160
N8|fibroblast_caf	N8	fibroblast_caf	CONTROL_PANCREAS	0.649700011362041	0.0887144382709672	0.265648700638348	0.283490159195071	0.268114368970451	0.216995625911269	0.370678278503299	PENG_CRA001160
N8|myeloid	N8	myeloid	CONTROL_PANCREAS	0.645488871685367	0.0768815632407761	0.280309249298553	0.294953693066521	0.280610195321535	0.242349510518642	0.366319123767454	PENG_CRA001160
N8|nonmalignant_epithelial	N8	nonmalignant_epithelial	CONTROL_PANCREAS	0.659624233240145	0.108947511904316	0.236814327897374	0.282666161330938	0.312622265671201	0.19693313892939	0.486727214849108	PENG_CRA001160
N9|endothelial	N9	endothelial	CONTROL_PANCREAS	0.633750098792003	0.078006827934379	0.248042993494002	0.269168400626732	0.288918242535318	0.194651530931056	0.36263396383615	PENG_CRA001160
N9|fibroblast_caf	N9	fibroblast_caf	CONTROL_PANCREAS	0.644981771010946	0.0623512767728289	0.260142188514647	0.279172187065838	0.296144961424494	0.239574255363466	0.360276357519856	PENG_CRA001160
N9|myeloid	N9	myeloid	CONTROL_PANCREAS	0.642451546614763	0.114236819654099	0.278380729504883	0.286097362304959	0.289790129568903	0.228384919808373	0.369810927754831	PENG_CRA001160
N9|nonmalignant_epithelial	N9	nonmalignant_epithelial	CONTROL_PANCREAS	0.667888620036589	0.114212956713588	0.219327774850828	0.277265618345548	0.336715550257013	0.210800666527807	0.464450409309381	PENG_CRA001160
T10|B_cell	T10	B_cell	PDAC_TUMOR	0.604156341105838	0.0864463863379987	0.345980616783268	0.345171789096056	0.398426311938783	0.272398666944386	0.293331970933728	PENG_CRA001160
T10|T_cell	T10	T_cell	PDAC_TUMOR	0.599474427624394	0.0680947178614001	0.328462820245782	0.349971118559923	0.384340364601596	0.275214746927724	0.30698989597293	PENG_CRA001160
T10|endothelial	T10	endothelial	PDAC_TUMOR	0.630880742584214	0.0577674053348929	0.298143462758984	0.344227326637993	0.387304885184096	0.265790043740887	0.265458454017048	PENG_CRA001160
T10|fibroblast_caf	T10	fibroblast_caf	PDAC_TUMOR	0.641605051711404	0.0385547981675522	0.288106950757808	0.335498725566194	0.385534734702465	0.232986877733806	0.293368912923015	PENG_CRA001160
T10|malignant_epithelial	T10	malignant_epithelial	PDAC_TUMOR	0.639191464371362	0.0391022276325185	0.307452185206514	0.417098277778612	0.532691891031914	0.26757717142262	0.304965946559875	PENG_CRA001160
T10|myeloid	T10	myeloid	PDAC_TUMOR	0.628760249826472	0.0360286129612095	0.292660536407856	0.351073659482452	0.386431114120908	0.286184544886482	0.313299902143028	PENG_CRA001160
T11|T_cell	T11	T_cell	PDAC_TUMOR	0.626031159047831	0.145052759499663	0.326927294558732	0.343552567441922	0.324722759810298	0.235744636534056	0.317449194939734	PENG_CRA001160
T11|endothelial	T11	endothelial	PDAC_TUMOR	0.6413265174268	0.0842372031655068	0.309908781258807	0.343118987954255	0.308092221155767	0.261828785669652	0.316652191170865	PENG_CRA001160
T11|fibroblast_caf	T11	fibroblast_caf	PDAC_TUMOR	0.655246890569402	0.0632709330626847	0.269823688692307	0.345578133421517	0.319526815498027	0.186132472401583	0.27269869091738	PENG_CRA001160
T11|malignant_epithelial	T11	malignant_epithelial	PDAC_TUMOR	0.68657544034664	0.0898303474456675	0.319658588284304	0.456062310901724	0.492809705683174	0.191300562382837	0.343744424314117	PENG_CRA001160
T11|myeloid	T11	myeloid	PDAC_TUMOR	0.658012307471958	0.100367305601926	0.292362191700259	0.345156793651952	0.309988601620893	0.198139554259529	0.285126133313421	PENG_CRA001160
T11|nonmalignant_epithelial	T11	nonmalignant_epithelial	PDAC_TUMOR	0.666691829384493	0.106792086308056	0.263974723403213	0.341617654111293	0.38159407744827	0.219615496771506	0.40339944901416	PENG_CRA001160
T12|B_cell	T12	B_cell	PDAC_TUMOR	0.592999129665195	0.189661386387484	0.334029981498952	0.292196356572334	0.274914878495792	0.183490522807748	0.29942386216708	PENG_CRA001160
T12|T_cell	T12	T_cell	PDAC_TUMOR	0.610640708898075	0.145183791204461	0.320710146170528	0.299378100639115	0.28951411923186	0.208703186836076	0.292913819054993	PENG_CRA001160
T12|endothelial	T12	endothelial	PDAC_TUMOR	0.641001319288595	0.109680288414742	0.28367006873568	0.29867954199118	0.284173313976674	0.217214330347844	0.295577179282618	PENG_CRA001160
T12|fibroblast_caf	T12	fibroblast_caf	PDAC_TUMOR	0.646743683082128	0.0798339298963285	0.294224855115968	0.29659857518229	0.281361190455506	0.208584461570506	0.271781822183271	PENG_CRA001160
T12|malignant_epithelial	T12	malignant_epithelial	PDAC_TUMOR	0.674528489493187	0.0699015181452871	0.308323327248	0.413462079420741	0.475158860329558	0.225064778171214	0.382625868038498	PENG_CRA001160
T12|myeloid	T12	myeloid	PDAC_TUMOR	0.658245653137086	0.10303569850847	0.294378009483319	0.312359717441456	0.296550865135928	0.217884190793585	0.29761134669271	PENG_CRA001160
T12|nonmalignant_epithelial	T12	nonmalignant_epithelial	PDAC_TUMOR	0.665504902268102	0.0658238555969319	0.287620532487104	0.356296189725652	0.391614916909062	0.208119558425328	0.402707769214747	PENG_CRA001160
T13|T_cell	T13	T_cell	PDAC_TUMOR	0.601424893425347	0.108411988037706	0.331502628128944	0.338487721988047	0.333394529406038	0.286480316600708	0.362756972800478	PENG_CRA001160
T13|endothelial	T13	endothelial	PDAC_TUMOR	0.627641931023445	0.0683006008466748	0.251941078451793	0.299850904486536	0.307054539516997	0.20087106852739	0.336731341347911	PENG_CRA001160
T13|fibroblast_caf	T13	fibroblast_caf	PDAC_TUMOR	0.638176338942298	0.060108226641666	0.253706641998603	0.297537884074838	0.309808676793674	0.19355134347011	0.340712823193281	PENG_CRA001160
T13|malignant_epithelial	T13	malignant_epithelial	PDAC_TUMOR	0.649468299319882	0.0749330266472888	0.314224977639463	0.420582374376471	0.494639098429033	0.203658821078942	0.381596994336872	PENG_CRA001160
T13|myeloid	T13	myeloid	PDAC_TUMOR	0.651615122454104	0.0951530355581705	0.269548010831077	0.304586888040934	0.303200338287983	0.213528014996876	0.35168734501067	PENG_CRA001160
T13|nonmalignant_epithelial	T13	nonmalignant_epithelial	PDAC_TUMOR	0.658693130275531	0.0655126097249888	0.242684428489163	0.315249078263334	0.35705511519271	0.196260779004374	0.456432818634483	PENG_CRA001160
T14|endothelial	T14	endothelial	PDAC_TUMOR	0.649564736829815	0.0644702464334206	0.309189874658466	0.34956001434409	0.414119545865132	0.241706727765049	0.290681579702342	PENG_CRA001160
T14|fibroblast_caf	T14	fibroblast_caf	PDAC_TUMOR	0.643641025594694	0.0528347449060588	0.298825918619896	0.349684379900809	0.432697857125661	0.231737971255989	0.288193104424	PENG_CRA001160
T14|malignant_epithelial	T14	malignant_epithelial	PDAC_TUMOR	0.657159473201562	0.0776896794206259	0.309861303404928	0.426865787554281	0.561477456015759	0.236914392834826	0.313800976997717	PENG_CRA001160
T14|myeloid	T14	myeloid	PDAC_TUMOR	0.655001258310123	0.0496749238018077	0.315075290686989	0.370716796543677	0.432857266963855	0.259672568214955	0.3123048264316	PENG_CRA001160
T15|B_cell	T15	B_cell	PDAC_TUMOR	0.595353259239065	0.132180062223341	0.345560054890525	0.302355931002346	0.312106041559599	0.217780462403666	0.298957371302362	PENG_CRA001160
T15|T_cell	T15	T_cell	PDAC_TUMOR	0.59406288745565	0.100175067015134	0.300711555190708	0.309665870011328	0.325938272910062	0.225812955634243	0.330771498076265	PENG_CRA001160
T15|endothelial	T15	endothelial	PDAC_TUMOR	0.628216470191854	0.0793892040616224	0.273992550571572	0.29917270958012	0.311348347653704	0.202438658612789	0.305638762364759	PENG_CRA001160
T15|fibroblast_caf	T15	fibroblast_caf	PDAC_TUMOR	0.647491011213919	0.0617043426619868	0.282579303331414	0.303240411683993	0.321982962092278	0.197827952509894	0.291102875580166	PENG_CRA001160
T15|malignant_epithelial	T15	malignant_epithelial	PDAC_TUMOR	0.642337178624771	0.0913435393568833	0.326419740985334	0.439400833589223	0.504979490244391	0.209430535305145	0.341345946009676	PENG_CRA001160
T15|myeloid	T15	myeloid	PDAC_TUMOR	0.636858157343618	0.0816269811605284	0.296887596946714	0.315078294828325	0.317773411946213	0.231331389293897	0.308489190538135	PENG_CRA001160
T15|nonmalignant_epithelial	T15	nonmalignant_epithelial	PDAC_TUMOR	0.654918809161194	0.0993584814128941	0.255007228886139	0.304871873056229	0.355236503282922	0.199403457612997	0.409509811242155	PENG_CRA001160
T16|T_cell	T16	T_cell	PDAC_TUMOR	0.635594715528495	0.128444277793452	0.347289780315376	0.357296840363295	0.305634295200224	0.258588210789419	0.332442926591551	PENG_CRA001160
T16|endothelial	T16	endothelial	PDAC_TUMOR	0.631014079052938	0.073095188984305	0.289990136858743	0.339717598925194	0.280384844447189	0.207384711518434	0.305995213261388	PENG_CRA001160
T16|fibroblast_caf	T16	fibroblast_caf	PDAC_TUMOR	0.655190121918625	0.0658104067783629	0.289326365830648	0.350284770283396	0.281504900046996	0.224059987502603	0.295605868274298	PENG_CRA001160
T16|malignant_epithelial	T16	malignant_epithelial	PDAC_TUMOR	0.659709486895951	0.127844576002032	0.383157307913792	0.494090363476681	0.379898555472635	0.200971880858154	0.378982759095	PENG_CRA001160
T16|myeloid	T16	myeloid	PDAC_TUMOR	0.645645139300231	0.104829570031463	0.299693078647831	0.346245699099059	0.28173087893121	0.232903978337847	0.302376077310938	PENG_CRA001160
T16|nonmalignant_epithelial	T16	nonmalignant_epithelial	PDAC_TUMOR	0.675144560826349	0.0951352228542808	0.263208645257728	0.343051347406861	0.339978898868431	0.219690481149761	0.442332768723497	PENG_CRA001160
T17|T_cell	T17	T_cell	PDAC_TUMOR	0.634250429134941	0.112157178562775	0.356004570126322	0.3885670654238	0.386133856116659	0.284711935013539	0.357082054446204	PENG_CRA001160
T17|endothelial	T17	endothelial	PDAC_TUMOR	0.646158785427876	0.100867002547991	0.304627099746376	0.342752011143153	0.341813420361545	0.211725473859612	0.27898865409329	PENG_CRA001160
T17|fibroblast_caf	T17	fibroblast_caf	PDAC_TUMOR	0.665361651083119	0.0697368970591608	0.313530269429163	0.370798502030292	0.359657588086234	0.22753593001458	0.299691888089353	PENG_CRA001160
T17|malignant_epithelial	T17	malignant_epithelial	PDAC_TUMOR	0.667924860277045	0.0727772785590952	0.340772143058431	0.443607467230123	0.482523113379855	0.197890439491773	0.337850998023211	PENG_CRA001160
T17|myeloid	T17	myeloid	PDAC_TUMOR	0.666314451881937	0.0801135212186471	0.283084100126199	0.36023122330614	0.352771564550518	0.234469485523849	0.309678015193376	PENG_CRA001160
T18|endothelial	T18	endothelial	PDAC_TUMOR	0.643290343299471	0.079464486138178	0.279699082299031	0.332951683175969	0.399049507064588	0.250591543428452	0.27978958786102	PENG_CRA001160
T18|fibroblast_caf	T18	fibroblast_caf	PDAC_TUMOR	0.652852881666955	0.0704018594001818	0.30502622002769	0.330641418490279	0.411182448380206	0.240951051864195	0.287444439641112	PENG_CRA001160
T18|malignant_epithelial	T18	malignant_epithelial	PDAC_TUMOR	0.653390093966497	0.103285550756637	0.311066628275972	0.417509274628496	0.584493180336174	0.26046906894397	0.308129988642303	PENG_CRA001160
T18|myeloid	T18	myeloid	PDAC_TUMOR	0.637915442013714	0.0798725742630437	0.335583885710085	0.367759616231152	0.409155965204066	0.340809831285149	0.365983501864785	PENG_CRA001160
T19|T_cell	T19	T_cell	PDAC_TUMOR	0.62369347133634	0.169460699366863	0.324297634071333	0.341157054193319	0.345451586195924	0.207370131222662	0.289072245169049	PENG_CRA001160
T19|endothelial	T19	endothelial	PDAC_TUMOR	0.628960181798815	0.0824958873355336	0.281222049327959	0.326137560115983	0.323711349917679	0.203337221412206	0.271250486337359	PENG_CRA001160
T19|fibroblast_caf	T19	fibroblast_caf	PDAC_TUMOR	0.639540583481949	0.0920869974644784	0.293594778048691	0.313133324887213	0.317829514161099	0.223505936263279	0.268014918275674	PENG_CRA001160
T19|malignant_epithelial	T19	malignant_epithelial	PDAC_TUMOR	0.651365943709269	0.0958122550496286	0.323442113775317	0.452411797084083	0.509304594206191	0.210470735263487	0.329205393530436	PENG_CRA001160
T19|myeloid	T19	myeloid	PDAC_TUMOR	0.640200852873425	0.1115609821326	0.296391683105235	0.331876771090789	0.323666865885352	0.214689439700063	0.268634679095943	PENG_CRA001160
T19|nonmalignant_epithelial	T19	nonmalignant_epithelial	PDAC_TUMOR	0.67713978863369	0.117899373024253	0.281493745175637	0.345288352727203	0.383628515416072	0.199870027077692	0.414952073663899	PENG_CRA001160
T1|T_cell	T1	T_cell	PDAC_TUMOR	0.597481716394625	0.08345781371497	0.345881985370695	0.380220078720718	0.384477480089471	0.290715684232452	0.343707089324944	PENG_CRA001160
T1|endothelial	T1	endothelial	PDAC_TUMOR	0.637568471492967	0.0714066131811977	0.276761275224524	0.353356510062693	0.370422095899201	0.234194126223704	0.290634419716018	PENG_CRA001160
T1|fibroblast_caf	T1	fibroblast_caf	PDAC_TUMOR	0.643601582750885	0.0557687462335828	0.29753574622934	0.34672820167047	0.355860954428463	0.245929598000417	0.294275563660087	PENG_CRA001160
T1|malignant_epithelial	T1	malignant_epithelial	PDAC_TUMOR	0.673949632524983	0.0554749640487077	0.298033191614492	0.442099619852967	0.517121851708029	0.206292439075193	0.321411812790574	PENG_CRA001160
T1|myeloid	T1	myeloid	PDAC_TUMOR	0.650009072654783	0.0437858752442192	0.301754230123626	0.374051797628071	0.372272003634084	0.25406706936055	0.316133431321305	PENG_CRA001160
T1|nonmalignant_epithelial	T1	nonmalignant_epithelial	PDAC_TUMOR	0.680155797214221	0.0837396615588246	0.299449869512479	0.364377946747922	0.403199814946426	0.233282232868153	0.33682251732147	PENG_CRA001160
T20|endothelial	T20	endothelial	PDAC_TUMOR	0.641990017361126	0.0674260037281169	0.309780744207702	0.350791072306673	0.415807741058971	0.249728806498646	0.33287168946721	PENG_CRA001160
T20|fibroblast_caf	T20	fibroblast_caf	PDAC_TUMOR	0.635788370116588	0.0919444491541944	0.324385544678192	0.36149284477532	0.383477269706165	0.289425536346595	0.346620790479971	PENG_CRA001160
T20|malignant_epithelial	T20	malignant_epithelial	PDAC_TUMOR	0.652975048908776	0.112561540427507	0.305979146501342	0.442869934742975	0.573254001731214	0.230431576754842	0.361952109033888	PENG_CRA001160
T20|myeloid	T20	myeloid	PDAC_TUMOR	0.636163615800064	0.0411636737629385	0.322083021919453	0.395007376040647	0.420009650418307	0.30328348260779	0.330839880056435	PENG_CRA001160
T20|nonmalignant_epithelial	T20	nonmalignant_epithelial	PDAC_TUMOR	0.67351005137653	0.128037007164928	0.264872207995883	0.361379144236132	0.452581172892163	0.242023745053114	0.434390634026716	PENG_CRA001160
T21|B_cell	T21	B_cell	PDAC_TUMOR	0.570349791578212	0.0441856001914238	0.385738571621109	0.40793033524659	0.379599622775407	0.312809831285149	0.368479051141075	PENG_CRA001160
T21|T_cell	T21	T_cell	PDAC_TUMOR	0.636840818268479	0.0887646614841555	0.336783084406435	0.387432851546535	0.364037119569939	0.279234326182045	0.33277461849536	PENG_CRA001160
T21|endothelial	T21	endothelial	PDAC_TUMOR	0.62222898626978	0.066364749477144	0.318502272810811	0.371393667270065	0.353109852532817	0.27326265361383	0.313011047226796	PENG_CRA001160
T21|fibroblast_caf	T21	fibroblast_caf	PDAC_TUMOR	0.650438462066311	0.0450188592741112	0.304454341620006	0.382929887888479	0.361230752805895	0.230622786919392	0.293180272977721	PENG_CRA001160
T21|malignant_epithelial	T21	malignant_epithelial	PDAC_TUMOR	0.677910446035342	0.0791332428278354	0.357891125623338	0.492400423451299	0.498879316390326	0.22380420745678	0.346948159385034	PENG_CRA001160
T21|myeloid	T21	myeloid	PDAC_TUMOR	0.65799902667998	0.0767850518415715	0.302067277650489	0.395578061844217	0.374005624875053	0.260771089356384	0.319375287381167	PENG_CRA001160
T21|nonmalignant_epithelial	T21	nonmalignant_epithelial	PDAC_TUMOR	0.669332959621579	0.0450810926430286	0.290908756754108	0.366139821958629	0.374861706993623	0.230491564257446	0.393503711883923	PENG_CRA001160
T22|B_cell	T22	B_cell	PDAC_TUMOR	0.597227354056386	0.122069832058641	0.348733719690751	0.354726463773656	0.379323403101741	0.223099770881066	0.284092936613048	PENG_CRA001160
T22|T_cell	T22	T_cell	PDAC_TUMOR	0.600888967807078	0.0984032356724774	0.305307411446145	0.3592302863593	0.377321307642148	0.201876692355759	0.280551614640032	PENG_CRA001160
T22|endothelial	T22	endothelial	PDAC_TUMOR	0.637248475795185	0.064862344213167	0.31026746878714	0.357442929630212	0.369281839315303	0.26001041449698	0.302528561266717	PENG_CRA001160
T22|fibroblast_caf	T22	fibroblast_caf	PDAC_TUMOR	0.650478957098037	0.0443340307480689	0.293758040604286	0.350845864728925	0.360115093275165	0.202855238491981	0.281944799236008	PENG_CRA001160
T22|malignant_epithelial	T22	malignant_epithelial	PDAC_TUMOR	0.633485092967431	0.0562093400002778	0.310928176727888	0.444424021055178	0.515657542032176	0.192527390127057	0.280536287644477	PENG_CRA001160
T22|myeloid	T22	myeloid	PDAC_TUMOR	0.641069455665956	0.0947756514609687	0.293573642745997	0.379447079681999	0.390235807238651	0.222789002291189	0.282508361072575	PENG_CRA001160
T23|B_cell	T23	B_cell	PDAC_TUMOR	0.599071977930247	0.147752899922464	0.355349069434064	0.331323192261634	0.305784494227018	0.257862528639867	0.286117279025989	PENG_CRA001160
T23|T_cell	T23	T_cell	PDAC_TUMOR	0.642511662028201	0.129430757951146	0.2982442383327	0.344269378301054	0.318929996786683	0.192165798791918	0.269227322924076	PENG_CRA001160
T23|endothelial	T23	endothelial	PDAC_TUMOR	0.629272895528484	0.072994839197619	0.279484972493476	0.325911304274382	0.291549708551088	0.217904603207665	0.25281093168483	PENG_CRA001160
T23|fibroblast_caf	T23	fibroblast_caf	PDAC_TUMOR	0.658990043083969	0.0545915012476212	0.280984660058566	0.333598849323345	0.308469445749891	0.18072151635076	0.25781303423422	PENG_CRA001160
T23|malignant_epithelial	T23	malignant_epithelial	PDAC_TUMOR	0.670620677093696	0.0589718377838933	0.348736782778098	0.467441920390298	0.464756086200634	0.167975421787128	0.31575575843083	PENG_CRA001160
T23|myeloid	T23	myeloid	PDAC_TUMOR	0.646857024802107	0.0959303700530798	0.282982099317544	0.336417563351278	0.300633033947073	0.197488856488231	0.273174220779476	PENG_CRA001160
T23|nonmalignant_epithelial	T23	nonmalignant_epithelial	PDAC_TUMOR	0.681956162847247	0.116683223738721	0.303986914490854	0.328935946191049	0.385853345042229	0.233116017496355	0.43168875981026	PENG_CRA001160
T24|T_cell	T24	T_cell	PDAC_TUMOR	0.606910741681114	0.12059215778881	0.311392234460958	0.327259999527588	0.355374037444042	0.276576129972923	0.370761594479138	PENG_CRA001160
T24|endothelial	T24	endothelial	PDAC_TUMOR	0.630862943100889	0.0698713856034018	0.269945293259983	0.295728231017163	0.33815390219165	0.209073109768798	0.329461629456127	PENG_CRA001160
T24|fibroblast_caf	T24	fibroblast_caf	PDAC_TUMOR	0.644180178914891	0.0559548846088987	0.268508092676771	0.305245864442617	0.360356667737773	0.19857238075401	0.313089647204002	PENG_CRA001160
T24|malignant_epithelial	T24	malignant_epithelial	PDAC_TUMOR	0.665532917313521	0.0868438995609647	0.332636583064803	0.433853771873126	0.561740487482194	0.213270152051656	0.36642641273634	PENG_CRA001160
T24|myeloid	T24	myeloid	PDAC_TUMOR	0.637191958414315	0.0772292043385194	0.277315081416862	0.32198983459202	0.333060428156194	0.240614871901687	0.353865743378934	PENG_CRA001160
T24|nonmalignant_epithelial	T24	nonmalignant_epithelial	PDAC_TUMOR	0.665401906635894	0.0921081569371719	0.241186578776481	0.305605504580589	0.380968474951303	0.193773797125599	0.440844085155215	PENG_CRA001160
T2|B_cell	T2	B_cell	PDAC_TUMOR	0.598265337598969	0.108952038584916	0.307231336608795	0.274897304470503	0.325766930884374	0.199662570297855	0.292858799070948	PENG_CRA001160
T2|T_cell	T2	T_cell	PDAC_TUMOR	0.599894494870578	0.10571979564295	0.290303490694341	0.290662168749207	0.332254063485518	0.208770256196626	0.306735232046783	PENG_CRA001160
T2|endothelial	T2	endothelial	PDAC_TUMOR	0.631765333967785	0.0568492178263505	0.274075560238676	0.281650515249187	0.319777705440345	0.228099979171006	0.324224512974891	PENG_CRA001160
T2|fibroblast_caf	T2	fibroblast_caf	PDAC_TUMOR	0.646054393276338	0.0589904391334819	0.272026048494799	0.288079767173363	0.306574949314369	0.233213497188086	0.31729317398498	PENG_CRA001160
T2|malignant_epithelial	T2	malignant_epithelial	PDAC_TUMOR	0.655290989905555	0.101588067715489	0.302267603562983	0.376734371633628	0.520438685826549	0.224638616954801	0.359990253602827	PENG_CRA001160
