genus	analysis_role	model	formula	n	coefficient	robust_se_HC3	ci_lower	ci_upper	t_statistic_HC3	p_value	r_squared	adjusted_r_squared	partial_r_squared	cohens_f2	residual_shapiro_p	residual_breusch_pagan_p	max_abs_studentized_residual	max_cooks_distance	max_leverage	residual_sum_squares	total_sum_squares	multiple_testing_family	coefficient_interpretation	bh_q_value	rank_by_p	contamination_risk_category
Blastomonas	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.11673149600708055	0.048604000544721526	-0.21395397243786693	-0.019509019576294168	-2.4016849374296574	0.01943370713875064	0.07936448211022429	0.06402055681206142	0.07936448211022429	0.08620619188377468	0.019007315637049653	0.82057875325417	3.739275981946828	0.11933595276949911	0.09080065219490129	9.64200776765272	10.473208539415834	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.0675080967704031	35	LOW_CURRENT_CONCERN
Aeromonas	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.35791064317835075	0.15994041244842125	0.03798218450571128	0.6778391018509902	2.2377749169164636	0.02896037832861746	0.07692250236431486	0.06153787740372019	0.07692250236431486	0.08333265902520591	0.0008294427614989369	0.8414799499995953	4.537722992652711	0.18259965555220872	0.09080065219490129	93.76997962056194	101.58408135908273	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.09297805673924553	38	LOW_CURRENT_CONCERN
Achromobacter	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.2408796078158173	0.1177399003815463	-0.4763944741132003	-0.005364741518434302	-2.0458621676698057	0.04516068289857324	0.05825473210844767	0.042558977643588514	0.05825473210844767	0.061858268997594855	0.00031484930185918085	0.37451496465321843	5.160310875544903	0.28417273490142997	0.09080065219490129	57.217930124899546	60.75733223805118	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.1281303096192078	43	LOW_CURRENT_CONCERN
Azoarcus	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.2006526248572214	0.07622618973495311	-0.35312770616449385	-0.048177543549948965	-2.6323318213190605	0.01076621891409364	0.11845515877517365	0.10376274475475988	0.11845515877517365	0.1343722443098765	0.7190769465589085	0.3028742124706917	3.0778868479607273	0.09665784624834296	0.09080065219490129	18.27721223382993	20.73316226141759	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.04016884356972097	32	LOW_CURRENT_CONCERN
Enterobacter	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.25475421888014305	0.2146780983760928	-0.17466591373571844	0.6841743514960046	1.1866800610178743	0.240031341575597	0.020438417700392897	0.004112391328732867	0.020438417700392897	0.020864862474916493	0.06937417746314835	0.002216998815060181	2.2851513426689203	0.09625431526511566	0.09080065219490129	189.73920575946715	193.6980881937383	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.40671977322531716	72	LOW_CURRENT_CONCERN
Methyloversatilis	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.07576835339823655	0.0535984375428929	-0.1829811912786526	0.03144448448217947	-1.413629890565408	0.16263815390011055	0.031231553784435095	0.015085413014175764	0.031231553784435095	0.032238409401585344	0.07229111432913865	0.8938118795039357	3.8558744781661316	0.10092416732406194	0.09080065219490129	10.862553472016629	11.212744917994113	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.3100289808720857	64	LOW_CURRENT_CONCERN
Mycobacterium	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.15766890635792424	0.1984547338535677	-0.5546374782536354	0.23929966553778687	-0.7944829699767313	0.43004566310777514	0.011993702510891047	-0.004473069113927419	0.011993702510891047	0.012139297635421455	3.795776385637619e-06	0.10541861818599157	2.891786062267248	0.14409375715556438	0.09080065219490129	124.91896743132209	126.4353959572804	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.6464311600498758	81	LOW_CURRENT_CONCERN
Rubrivivax	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.4345985498744985	0.12269183405057418	0.18917834144419993	0.680018758304797	3.5421962124663877	0.0007748682129468297	0.1336673117671645	0.11922843362995061	0.1336673117671645	0.15429097110467116	0.04491889462002353	0.11160939722756526	2.0728773039549453	0.15778472529903015	0.09080065219490129	74.67339009045362	86.19481996318764	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.005560818939971367	17	LOW_CURRENT_CONCERN
Mesorhizobium	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.33120565962261966	0.15518347760012263	0.020792487366495638	0.6416188318787437	2.134284298461668	0.03691503915744482	0.0685538644924314	0.05302976223397193	0.0685538644924314	0.07359938688786835	0.3499687911649161	0.9871935021507655	2.4477200482323216	0.14741447348561715	0.09080065219490129	90.91826453831929	97.60979306524861	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.1125908694302067	40	MODERATE_RISK_ENVIRONMENTAL
Nocardioides	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.6261896432712264	0.15509823924152483	0.31594697311815767	0.9364323134242951	4.037374288279961	0.00015563710534905966	0.1843581591028317	0.17076412842121225	0.1843581591028317	0.2260283250060422	0.09748652837472277	0.5245389473561177	2.777786992046333	0.16595850768052037	0.09080065219490129	105.82267345966237	129.74159508941125	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.001898772685258528	10	LOW_CURRENT_CONCERN
Comamonas	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.17378071162397604	0.051218430129572355	-0.27623282585914916	-0.07132859738880291	-3.3929331919066184	0.0012297325304157884	0.12587489074192781	0.11130613892095997	0.12587489074192781	0.14400100101090355	0.0032788435868644273	0.938508290807182	4.648135760869932	0.13439995012414105	0.09080065219490129	12.792854679844822	14.635038559529495	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.008334853817262566	18	HIGH_RISK_POTENTIAL_CONTAMINANT
Dechloromonas	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.41476105784175477	0.10256503444257532	-0.6199216728520558	-0.2096004428314538	-4.04388357197865	0.00015228239644237521	0.2665138880736515	0.25428911954154576	0.2665138880736515	0.36335233038524517	0.0010495939601755549	0.564116088961296	3.6260480132314687	0.24652478397981206	0.09080065219490129	28.88004276757167	39.373673608794384	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.001898772685258528	9	MODERATE_RISK_ENVIRONMENTAL
Chelatococcus	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.1967305031746325	0.13750038606918324	-0.07831121960567464	0.4717722259549396	1.4307632785528883	0.1576858276625466	0.04962721599561337	0.03378766959554036	0.04962721599561337	0.05221868390055276	0.04182559206420188	2.315810043971443e-05	2.587851584338246	0.22450281439746886	0.09080065219490129	45.21133370837424	47.57221005201423	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.3053598567433442	63	LOW_CURRENT_CONCERN
Bordetella	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.06426067719379143	0.1161848872983311	-0.2966650542076154	0.16814369982003252	-0.5530898095962131	0.5822569361437695	0.0031158287654982075	-0.013498907421743533	0.0031158287654982075	0.0031255674986189106	9.90747732677062e-08	0.07562764574607715	2.7938741066595147	0.10479302543166118	0.09080065219490129	80.59192858545225	80.84382409808995	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.7806082001048338	91	LOW_CURRENT_CONCERN
Kocuria	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.03657658493653932	0.21753808870805846	-0.39856438011133494	0.47171754998441356	0.16813876206123154	0.8670396030085502	0.0004771318663262525	-0.01618158260256819	0.0004771318663262525	0.00047735962981733604	0.0037294101348046807	0.4163698569172595	2.1332005868148727	0.12415981110942545	0.09080065219490129	170.95840411560584	171.0400127561086	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.9360958545756028	113	LOW_CURRENT_CONCERN
Bosea	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.36654006109400905	0.18368863845297392	-0.0008919223322395586	0.7339720445202577	1.995442201439404	0.050541081878895534	0.07221286143317429	0.05674974245706055	0.07221286143317429	0.07783343660564553	0.013270244868043447	0.3856545549619115	3.3095809991025815	0.17414620894306207	0.09080065219490129	105.29470311221407	113.49015171180886	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.12998225181044593	47	LOW_CURRENT_CONCERN
Phenylobacterium	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.012695448815743941	0.18237570238347167	-0.3775011690817232	0.3521102714502354	-0.06961151430715204	0.9447343607036358	0.00010537511371822017	-0.01655953530105303	0.00010537511371822017	0.00010538621880301088	0.0488193798796166	0.8041988858989323	2.2297288969639615	0.17238535950030515	0.09080065219490129	93.29151164403008	93.30134328368868	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.9690616859343562	118	LOW_CURRENT_CONCERN
Xanthomonas	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.08484123364794764	0.18952487236188112	-0.2942649557550538	0.4639474230509491	0.4476522399970319	0.6560162911135754	0.0029930527270883855	-0.013623729727460177	0.0029930527270883855	0.0030020379850664116	0.14243399389787476	0.23716954191703943	2.198089569529474	0.10884520620318285	0.09080065219490129	146.26068448348767	146.69976461402885	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.8424630264826969	95	LOW_CURRENT_CONCERN
Azospira	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.052228846095216844	0.14785717697509207	-0.3479872351676705	0.24352954297723683	-0.3532384911150798	0.725147739847241	0.0016956256715199292	-0.014942780567287928	0.0016956256715199292	0.0016985057013904298	0.000464082926039674	0.036360520111130154	2.0820582651920354	0.10958310925960653	0.09080065219490129	97.96787499417215	98.13427398840284	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.8759210322907267	101	LOW_CURRENT_CONCERN
Deinococcus	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.04039858056848558	0.1605307757515292	-0.361507941670529	0.2807107805335578	-0.2516562969272311	0.8021667144264253	0.0013424287352037378	-0.01530186411920953	0.0013424287352037378	0.0013442332725756604	0.001198178172870167	0.021632897866260957	2.2384870126275986	0.10236680058102902	0.09080065219490129	74.06063074014116	74.16018550417002	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.9320413253335609	105	LOW_CURRENT_CONCERN
Hydrogenophaga	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.2690395239003101	0.07405046410359391	-0.4171625059658741	-0.12091654183474607	-3.633191596529815	0.0005816653626472087	0.13986824967374167	0.12553272050163744	0.13986824967374167	0.1626125876886744	0.00010807805839200516	0.7301246495578306	5.656184662227095	0.20757353715871193	0.09080065219490129	27.152376414451243	31.567694605102083	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.004435198390184966	16	LOW_CURRENT_CONCERN
Porphyrobacter	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.13378921446492176	0.06987996727292634	-0.2735699608033841	0.005991531873540568	-1.9145574860158219	0.06032068479209927	0.03635414914612056	0.020293384965222594	0.03635414914612056	0.03772563241351314	8.805960736550301e-08	0.31829631212092985	4.941270094724061	0.25548262079569684	0.09080065219490129	28.942464803969667	30.034337592305263	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.1471824708927222	50	LOW_CURRENT_CONCERN
Aromatoleum	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.2551309035036062	0.1490309022932338	-0.04297528576636939	0.5532370927735817	1.7119328916200856	0.09207379689090818	0.03565546712034584	0.01958305823901829	0.03565546712034584	0.03697378468447799	0.0024149115765482983	0.7835848413962093	2.2999957371753936	0.06223354266972266	0.09080065219490129	107.38955958012767	111.36015803340423	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.2005893432266214	56	LOW_CURRENT_CONCERN
Microbacterium	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.3228329056563577	0.16160683265737996	-0.00042888973082244597	0.6460947010435378	1.9976439136134208	0.05029511589444125	0.05168935069485692	0.035884173206437886	0.05168935069485692	0.05450677025796486	0.12411458544946023	0.520379016137916	2.397331105430599	0.15793681795462924	0.09080065219490129	116.63663345595414	122.99411963940028	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.12998225181044593	46	LOW_CURRENT_CONCERN
Mitsuaria	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.05153448797413285	0.17258137999585257	-0.29367967055178645	0.39674864650005215	0.2986097803562082	0.766269559367984	0.0020591635834381616	-0.014573183690171243	0.0020591635834381616	0.0020634124872896	0.000492437557863209	0.0007317136935170085	2.497940818638968	0.182648097827923	0.09080065219490129	78.51266360655468	78.67466761705082	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.9076202547853791	103	LOW_CURRENT_CONCERN
Pandoraea	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.43284159342366824	0.08923170985013112	0.25435159855584255	0.6113315882914939	4.850759826866998	9.100980313743658e-06	0.27573949223120453	0.26366848376839136	0.27573949223120453	0.38071866306871505	0.2562032726209264	0.08410845899251612	3.788643098996184	0.2720623182398479	0.09080065219490129	30.018130586856056	41.446593131705995	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.0002775798995691816	4	LOW_CURRENT_CONCERN
Rhodococcus	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.06294518881153104	0.16766638588242636	-0.39832789531715096	0.27243751769408886	-0.37541924984099345	0.7086726408041827	0.0023251422111297826	-0.014302772085351245	0.0023251422111297826	0.0023305610971122953	0.0011265442772579932	0.992942828628219	2.5720759280474015	0.0859725814116545	0.09080065219490129	103.70374102833237	103.94542893279804	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.8645806217811028	100	LOW_CURRENT_CONCERN
Streptococcus	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.29304448805392724	0.14622232961111262	0.0005562806029674183	0.5855326955048871	2.004102169848458	0.04957955104954605	0.0328197431440308	0.016700072196431326	0.0328197431440308	0.03393342958707465	3.439245086403022e-05	0.9971564767162875	4.501943585030398	0.12685713153333641	0.09080065219490129	154.37223571122306	159.61061510192914	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.12998225181044593	44	LOW_CURRENT_CONCERN
Rhizorhabdus	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.27709784681810745	0.08642583768817678	-0.4499752617115254	-0.1042204319246895	-3.2061922016639586	0.0021573654461332302	0.08414259029932536	0.06887830013764751	0.08414259029932536	0.09187302456484496	1.6318513900557016e-07	0.7232320106923211	4.956331837445667	0.1592015202405526	0.09080065219490129	50.98097337678584	55.664749596170964	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.012533265925154956	21	LOW_CURRENT_CONCERN
Citromicrobium	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.010084452048481948	0.14618685519272734	-0.30250170009760846	0.28233279600064454	-0.06898330246715398	0.9452323002146589	0.00010449819959557072	-0.016560426830411146	0.00010449819959557072	0.00010450912061051584	0.07294467895305033	0.1822570741993386	2.4472292954200956	0.1535097649860981	0.09080065219490129	59.3581356726023	59.36433913916251	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.9690616859343562	119	LOW_CURRENT_CONCERN
Massilia	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.15965489488433643	0.13744336970185136	-0.11527277818057757	0.43458256794925043	1.1616049230360646	0.249996211236771	0.01801712123829169	0.0016507399255966115	0.01801712123829169	0.018347693863065603	3.4133113343629865e-06	0.0015086773280990706	2.163577041036693	0.08616018420582282	0.09080065219490129	84.7447545558965	86.29962536898873	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.4178018872724118	73	LOW_CURRENT_CONCERN
Candida	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-1.124347947887254	0.2434603973443412	-1.611341250441866	-0.637354645332642	-4.618196471178098	2.0949442316539534e-05	0.24207190327015415	0.22943976832465673	0.24207190327015415	0.31938636964983463	0.004956287189768319	0.000232152525583137	2.9701221258015256	0.12788544894895001	0.09080065219490129	241.4431676203344	318.5568244033494	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.0005111663925235647	5	LOW_CURRENT_CONCERN
Ramlibacter	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.3627736806258947	0.09797397821319424	-0.5587508158598198	-0.1667965453919697	-3.70275543814796	0.0004659431560686687	0.22011818273866568	0.2071201524509768	0.22011818273866568	0.28224556319525684	0.11223710226379417	0.15230157752418805	2.8717370962452122	0.17517482024215558	0.09080065219490129	28.44292485509402	36.47081419974039	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.004060361788598399	14	LOW_CURRENT_CONCERN
Caulobacter	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.11904701988270319	0.04779771366497228	-0.21465668242400848	-0.023437357341397916	-2.4906425591219175	0.0155367222946319	0.07458511468507045	0.059161533263154986	0.07458511468507045	0.0805964069398865	0.0034358387350718216	0.9328175324445838	4.5584678133123075	0.13060209694103608	0.09080065219490129	10.726331388009852	11.590835157529973	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.055749415292502706	34	HIGH_RISK_POTENTIAL_CONTAMINANT
Bacteroides	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.2500406407598403	0.2958215674494534	-0.34169059631414594	0.8417718778338266	0.8452414166947592	0.4013341289184158	0.01310284619837232	-0.003345439698321462	0.01310284619837232	0.013276810200433581	0.02229574304713953	0.10307757689020865	2.464747678098746	0.1650954379085849	0.09080065219490129	287.24818584832485	291.0619254922519	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.6120345466005841	80	LOW_CURRENT_CONCERN
Enterococcus	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.07425175039993892	0.15567388151905964	-0.3856458765470199	0.23714237574714203	-0.476969865949209	0.6351162921205129	0.0033911510844018	-0.013218996397524885	0.0033911510844018	0.0034026901206944764	2.5005586768298434e-05	0.1619238239526775	2.939093082220892	0.10107456046517138	0.09080065219490129	98.83728954316311	99.17360221184784	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.8331633079430385	93	LOW_CURRENT_CONCERN
Laribacter	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.09525219040488075	0.14953301074336126	-0.20385836530429968	0.3943627461140612	0.6369977433836269	0.5265494102098913	0.00976928815585787	-0.0067345570415444644	0.00976928815585787	0.0098656687163986	0.10173328151255269	0.00011728550607653325	2.5435504835100606	0.19860517245913875	0.09080065219490129	56.09875846252905	56.65221022892163	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.729988955063713	88	LOW_CURRENT_CONCERN
Variovorax	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.31170278759161174	0.08520901245603252	-0.4821461896233995	-0.14125938555982395	-3.6580964689908715	0.0005373931522408709	0.21619267895025696	0.20312922359942798	0.21619267895025696	0.27582375558920896	0.23596066232390714	0.48186859596478016	2.930833997995824	0.14645422938828853	0.09080065219490129	21.487185839649065	27.413862134984342	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.00437079763822575	15	LOW_CURRENT_CONCERN
Pseudomonas	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.10975022481127274	0.06815107100023182	-0.026572214078430176	0.24607266370097564	1.6103961860100395	0.11256041853531731	0.047680370119684956	0.03180837628834643	0.047680370119684956	0.050067612410422846	0.002733112748591325	0.09343327008226275	3.934253234915184	0.1441735700964021	0.09080065219490129	14.675191950248845	15.409943772862464	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.23275205188658835	59	BIOLOGICALLY_PLAUSIBLE_BUT_CONTAMINATION_SENSITIVE
Methylobacterium	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.20967837636695216	0.11987657673457135	-0.03011047898573621	0.44946723171964054	1.749118819360503	0.08538428917514201	0.028568279693742316	0.012377751021971362	0.028568279693742316	0.029408427886970543	2.2791963056961554e-06	0.027314215604091828	2.3823727900532976	0.07712816415878605	0.09080065219490129	91.19380072870072	93.8756670411695	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.18939787780667866	55	BIOLOGICALLY_PLAUSIBLE_BUT_CONTAMINATION_SENSITIVE
Elizabethkingia	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	0.38810749791913457	0.17604087957257128	0.03597330992464559	0.7402416859136236	2.2046441648182102	0.03132461765699775	0.04516928072595272	0.029255435404718644	0.04516928072595272	0.04730606149778537	3.1960577554371566e-06	0.7802991352581682	4.916188784749878	0.18928668467526974	0.09080065219490129	194.23035728379375	203.4186305101978	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.09798982959368525	39	HIGH_RISK_POTENTIAL_CONTAMINANT
Tessaracoccus	primary	Model_0	CLR_genus ~ standardized_Moffitt50_contrast	62	-0.10842499714786036	0.08197617934444602	-0.27240177014760614	0.05555177585188539	-1.322640284225521	0.19097435891831255	0.030948987250951188	0.014798137038467107	0.030948987250951188	0.03193741799325266	0.43966470489785264	0.7477343947451649	3.6741513250341695	0.11097531669712135	0.09080065219490129	22.453749409198466	23.17086418959579	122_genus_tests_Moffitt50	relative_compositional_CLR_association_not_absolute_load	0.3469750561478388	66	LOW_CURRENT_CONCERN
